order_id,order_date,ship_date,region,state,category,sub_category,product_name,sales,quantity,discount,profit
7bc74e87-b8c1-4342-8f6c-385d72b366ac,3/26/2024,3/29/2024,South,Illinois,Technology,Phones,Phones factor,429.04,6,0.15,355.11
398bcb05-28a9-42c1-b299-03e66e341c68,4/5/2021,4/6/2021,East,New York,Office Supplies,Paper,Paper factor,608.89,4,0.2,285.57
65f26f4a-6b46-4bb9-b0da-a30e9030aaf7,5/18/2020,5/18/2020,West,Georgia,Office Supplies,Paper,Paper factor,538.45,5,0.25,314.24
d8a24ac9-487d-41cd-a70d-117127299306,5/25/2024,6/1/2024,South,New York,Office Supplies,Paper,Paper small,139.61,7,0.1,83.95
f548a320-6e6f-4436-9eff-cf3dce40720f,5/4/2020,5/10/2020,South,Florida,Technology,Phones,Phones will,810.56,2,0.05,399.4
5dbfcf9d-4ee4-4381-b18f-93b1d7b3538c,1/10/2021,1/14/2021,East,New York,Office Supplies,Paper,Paper elite,880.76,2,0.15,687.95
0f379027-27ec-4411-aafc-9d6876dcb2e9,9/8/2024,9/8/2024,South,New York,Furniture,Tables,Tables soldier,208,8,0.15,99.58
f7080e83-9ddb-4e65-9972-4261096c2468,2/15/2022,2/15/2022,South,Florida,Office Supplies,Pens,Pens factor,930.19,8,0.1,559.06
dc04687a-ef25-4715-81c1-eff785d995c9,8/30/2021,9/2/2021,East,Georgia,Furniture,Chairs,Chairs elite,748.95,1,0.25,375.17
db9958f1-48d0-463e-acdc-c82a802c0bd0,10/12/2024,10/20/2024,East,California,Furniture,Tables,Tables will,962.74,2,0.3,410.97
4b90698f-84fe-4200-9c39-e890f7112faa,9/2/2020,9/11/2020,Central,Texas,Furniture,Chairs,Chairs factor,614.79,10,0,387.67
1ab14ee4-3498-48ce-bd10-8ec68a7982ff,10/3/2023,10/8/2023,East,New York,Furniture,Bookcases,Bookcases prime,426,5,0.15,226.14
14c02235-1108-4e22-a3ca-4c666da6def9,6/26/2023,7/5/2023,Central,Illinois,Furniture,Tables,Tables factor,560.75,9,0.1,251.89
4bcab0b6-f5dd-4566-9506-56427e13138c,1/26/2022,1/30/2022,East,Texas,Furniture,Bookcases,Bookcases small,842.06,5,0.2,713.23
acaa776f-412c-44f9-8d80-51028eafa02c,12/3/2024,12/5/2024,West,Washington,Office Supplies,Paper,Paper factor,895.23,9,0.05,479.89
175626e1-5fe7-4cd8-92a5-582820dd3019,11/8/2023,11/18/2023,Central,New York,Office Supplies,Binders,Binders manager,514.11,1,0,384.99
708cd0b3-7289-4ff6-8c39-df666ede0bf4,11/14/2021,11/16/2021,East,Illinois,Technology,Phones,Phones small,203.5,8,0.2,144.34
143b5952-b3e1-448f-8ebc-0fbd2da1a0d8,12/13/2024,12/15/2024,West,New York,Technology,Accessories,Accessories music,842.87,10,0.2,365.22
e5db028a-6958-4049-9a98-e9a94447854d,1/16/2022,1/16/2022,South,Florida,Office Supplies,Paper,Paper factor,697.96,2,0.1,549.72
a09d6b13-8721-4949-a438-7a6be35a1285,11/5/2024,11/7/2024,West,Texas,Furniture,Bookcases,Bookcases soldier,73.55,6,0.3,57.01
3b499668-aa07-4380-8499-f4dd19ffc590,5/31/2024,6/1/2024,South,Washington,Office Supplies,Paper,Paper music,865.66,4,0.05,716.68
3b0e1fb4-eeff-4417-a8c2-0bf0cd055820,8/7/2024,8/10/2024,East,Texas,Furniture,Tables,Tables popular,677.03,7,0.1,355.83
45cc2f3d-24e6-40cd-80ba-3af5280f6460,8/6/2023,8/14/2023,East,Texas,Office Supplies,Binders,Binders soldier,982.09,9,0.1,855.16
6da77696-9209-4f8c-89a8-caad5f6bc11d,4/4/2023,4/8/2023,South,Illinois,Furniture,Tables,Tables will,616.74,6,0.25,449.28
3d5aac5b-6ed4-4b19-9e73-80d107c01ceb,3/26/2023,3/29/2023,West,Washington,Office Supplies,Paper,Paper will,723.35,1,0.2,591.82
4ee296fb-4c47-4586-8d0c-4ed52207fc2b,5/23/2020,6/2/2020,Central,Ohio,Office Supplies,Binders,Binders popular,348.22,2,0.25,272.71
6f20d441-a0a9-48c4-b968-5956ff14e13c,4/4/2022,4/8/2022,West,Texas,Technology,Accessories,Accessories will,232.25,7,0.25,164.91
26a4153e-24d1-44be-8aca-d4be4f8f0642,1/27/2023,1/27/2023,South,Georgia,Office Supplies,Pens,Pens prime,249.67,10,0.2,170.79
621275be-d994-4499-b750-2e5f50aca1b2,10/15/2023,10/18/2023,Central,Illinois,Technology,Phones,Phones factor,804.05,3,0.25,314.23
7a4820b6-8b39-4344-9f54-69af4a9c7f5f,10/9/2023,10/13/2023,East,Georgia,Furniture,Tables,Tables will,189.99,1,0.05,174.34
2bffcb8c-9a86-47a1-9dfa-c96b9f5663ca,12/19/2024,12/29/2024,West,New York,Technology,Accessories,Accessories small,732.43,7,0.15,419.92
dcb1e3fe-dce7-48de-95bb-1213afc76f22,5/13/2024,5/19/2024,West,Illinois,Furniture,Tables,Tables prime,813.9,9,0.15,321.94
2e4e5a4e-60ab-4ddd-b621-c991c58983fe,9/30/2020,10/7/2020,South,Ohio,Technology,Copiers,Copiers elite,988.5,10,0.1,866.32
76399942-10ad-4c0e-b7e4-d566f785981e,7/2/2022,7/4/2022,South,California,Technology,Phones,Phones music,477.57,4,0.3,304.74
63e6e7d3-b1e4-457b-9d45-ccb39c2f707b,6/19/2022,6/20/2022,East,Florida,Technology,Phones,Phones soldier,272.77,6,0.1,230.93
01f3e53f-70f0-4158-9fc9-0d9c6c075110,4/18/2021,4/24/2021,South,Ohio,Technology,Accessories,Accessories manager,721.1,2,0.15,416.34
e25fed9b-effc-430f-a408-471c3d02f7f7,2/27/2021,3/5/2021,South,Georgia,Office Supplies,Binders,Binders manager,948.76,1,0.3,713.19
ccce8c4d-4d3f-431c-a90e-b1eb2b6c0b32,12/21/2021,12/25/2021,West,Georgia,Office Supplies,Pens,Pens factor,561.31,9,0.3,349.15
8445dff9-fdde-4c9f-a652-89da72454bcc,7/12/2021,7/18/2021,South,Florida,Office Supplies,Paper,Paper plus,419.41,7,0.25,180.11
8e59eecd-4d92-4e6e-b441-9459f9946af1,12/29/2022,12/29/2022,West,Georgia,Office Supplies,Binders,Binders soldier,586.17,1,0,441.69
2076bf17-b5e5-4968-88d0-38af8fb5142f,4/12/2020,4/16/2020,South,Texas,Office Supplies,Pens,Pens will,251.08,6,0.1,195.28
eeaff718-b329-4b33-a800-6d15b9a04ac3,5/31/2021,6/1/2021,East,New York,Office Supplies,Paper,Paper manager,761.57,1,0.1,378.62
dee726a8-4030-48ac-8069-f3ba3f750e58,5/21/2021,5/24/2021,West,Georgia,Furniture,Chairs,Chairs music,194.76,3,0.15,138.39
a6949807-6c93-4315-917a-ba6a8e7b95c4,4/19/2024,4/24/2024,Central,Illinois,Furniture,Chairs,Chairs plus,626.89,2,0.3,453.26
070d6a39-4a68-4577-b343-88777fdc7d13,2/22/2020,2/26/2020,West,Illinois,Technology,Copiers,Copiers plus,912.62,7,0.15,774.79
897ab3fa-9b7c-4669-85dc-778a12ea6dcc,11/15/2023,11/25/2023,East,New York,Furniture,Tables,Tables popular,712.33,5,0.3,470.06
66852261-10f5-48a6-b34d-7c8cac97350b,12/27/2022,1/2/2023,South,Illinois,Technology,Phones,Phones will,115.51,6,0,100.18
d645b690-ffa8-437c-9371-bfff457d5904,1/11/2022,1/21/2022,Central,Georgia,Office Supplies,Binders,Binders prime,195.34,3,0.25,117.42
4ba02eaf-584b-4313-91c5-51c9d41e5f68,6/11/2022,6/20/2022,West,Georgia,Office Supplies,Pens,Pens plus,859.13,2,0.1,722.23
777c284c-c4f1-40f4-986a-3baf474a5035,6/3/2023,6/13/2023,Central,Texas,Office Supplies,Pens,Pens popular,77.26,6,0.05,50.33
6bd0eb63-12d5-49b4-8a33-a307672f040a,7/26/2021,8/4/2021,South,Georgia,Technology,Phones,Phones elite,578,9,0.05,251.96
093f63a9-5ea0-4527-b2e7-5c006909e7e1,4/1/2024,4/4/2024,East,Texas,Technology,Phones,Phones factor,663.61,8,0.15,513.24
997f20d3-5c4e-4b24-a8f3-4cdcf39b5ab4,4/8/2022,4/11/2022,South,Washington,Office Supplies,Binders,Binders popular,602.48,8,0.2,375.23
c9eea78f-2d24-48ea-8b77-48431d38d46d,12/10/2023,12/17/2023,East,Florida,Office Supplies,Pens,Pens factor,288.83,2,0.25,127.86
30828086-d9ed-498d-a232-4507b5c12507,3/19/2021,3/26/2021,East,California,Office Supplies,Binders,Binders music,610.11,9,0.2,305.11
fa67bf20-078b-49f6-a2cc-b921f39adbac,4/10/2021,4/15/2021,East,Texas,Furniture,Bookcases,Bookcases soldier,63.44,9,0.05,34.07
ffef16d1-9200-4e2d-8358-6f44c0e49be0,7/30/2023,8/6/2023,West,New York,Furniture,Tables,Tables music,595.36,8,0.15,353.7
44697819-e17d-437f-b8f2-feb6c278263a,10/30/2024,11/6/2024,East,Florida,Furniture,Tables,Tables soldier,430.67,2,0.2,289.23
06123acd-b079-4418-992a-da2fb82c2f67,7/19/2024,7/28/2024,West,Ohio,Office Supplies,Paper,Paper prime,994.22,2,0.2,734.13
ce1a45b3-9fd5-4270-8cda-d4c95d6ae03c,6/25/2022,6/29/2022,East,California,Technology,Phones,Phones factor,340.11,10,0,250.08
8bd2407c-bf8d-4f3d-a5d2-7f441a8f21c6,6/25/2021,7/5/2021,South,Georgia,Furniture,Tables,Tables plus,277.87,9,0,135.07
0858355b-acb7-4eb3-b11a-b632a9c7da74,8/20/2022,8/24/2022,East,California,Furniture,Tables,Tables music,323.7,5,0.25,247.21
a9c7d304-3570-43cc-9fc7-dac15829af8c,6/1/2024,6/11/2024,West,Florida,Technology,Copiers,Copiers music,813.71,4,0.15,348.59
be2ac800-54b5-421d-aa86-48577a13dce3,8/19/2024,8/21/2024,Central,Georgia,Furniture,Tables,Tables small,207.63,5,0.2,151.72
d16a557d-d5ad-44db-9ed6-c2c9b59a53ee,8/17/2022,8/21/2022,East,New York,Technology,Phones,Phones will,945.54,9,0.2,571.51
f42a5088-bd76-43b4-9325-7c616e3b10e1,2/13/2024,2/18/2024,East,Texas,Technology,Phones,Phones plus,74.57,4,0.25,56.1
2d5e9ec1-f1dc-4b9b-84d2-3a6fa7f1992c,3/23/2020,3/25/2020,South,Georgia,Office Supplies,Binders,Binders small,668.93,5,0.05,618.5
3c3ca086-5ef9-4d97-b12d-58243c440759,8/20/2022,8/25/2022,South,Georgia,Office Supplies,Pens,Pens music,355.01,2,0.3,147.4
3cfc56f0-1976-43d6-bcbf-6cb7b468d922,9/18/2023,9/24/2023,South,New York,Technology,Accessories,Accessories elite,482.08,6,0.1,264.62
bd792061-f764-40c2-8bbb-858e427b782f,8/4/2022,8/10/2022,South,New York,Furniture,Tables,Tables factor,542.52,10,0.3,310.89
cba2fa17-4a4e-44f4-b40c-a90141cd0c0b,6/30/2021,7/8/2021,West,Florida,Furniture,Bookcases,Bookcases music,466.21,8,0,193.89
5831c8e8-5d2e-4b05-a0ba-c159f14f38f5,2/2/2023,2/2/2023,West,Georgia,Technology,Phones,Phones music,138.55,2,0.15,118.02
c74e5f66-040b-4460-8e35-c57e5e4cd469,11/8/2022,11/12/2022,South,California,Office Supplies,Pens,Pens plus,981.23,4,0.15,638.25
f79763f7-e12c-47e3-ab58-604bcf9ccaf6,11/6/2022,11/8/2022,Central,New York,Furniture,Bookcases,Bookcases music,784.04,7,0.1,680.66
226b30f4-b35b-42c8-a56c-6ee3a4ec1990,1/26/2024,1/30/2024,South,Washington,Technology,Copiers,Copiers popular,998.96,8,0.3,409.04
ff99944c-ce12-407e-a33f-fe76f1b206be,2/4/2023,2/12/2023,South,California,Office Supplies,Pens,Pens will,936.21,4,0.25,435.27
d502c01b-5d43-46bc-b5a2-cd55cf6fb9db,3/30/2020,4/4/2020,West,Georgia,Technology,Phones,Phones manager,719.97,7,0.15,628.43
f78f30a5-1a7a-44bd-a86c-34084f427e88,9/15/2020,9/23/2020,South,New York,Technology,Phones,Phones soldier,876.22,8,0,603.95
5f2a0252-46c7-4558-b721-3f8fe7689755,4/19/2022,4/29/2022,South,Illinois,Furniture,Tables,Tables popular,496.02,5,0.1,350.02
58576554-b7e3-4b87-bfa2-1c8a31a1ebda,10/11/2024,10/21/2024,East,California,Technology,Phones,Phones music,956.43,8,0.3,567.09
1b71ba02-a7aa-4f70-88f8-2d9d7c238e3f,4/10/2021,4/11/2021,Central,New York,Office Supplies,Paper,Paper manager,772.35,2,0.15,351.14
0811ab79-f0f5-4f59-8acb-c8f177966cac,10/26/2021,10/26/2021,West,Florida,Office Supplies,Pens,Pens soldier,406.1,3,0.05,274.05
afc05b12-8bd9-4df8-b662-a93e10fd36e5,6/10/2020,6/19/2020,South,Texas,Office Supplies,Binders,Binders prime,698.98,8,0.2,301.15
72dbfb78-69de-4aba-b640-e8a84079cc30,6/6/2021,6/16/2021,Central,Texas,Furniture,Bookcases,Bookcases will,906.15,9,0.05,389.29
9e9038b7-e700-4322-8d76-189014c21879,11/14/2023,11/18/2023,West,Ohio,Office Supplies,Pens,Pens plus,239.26,7,0.3,135.4
bba6f978-8e06-4b5e-a684-f39db4e9cb7f,1/5/2022,1/14/2022,East,Georgia,Office Supplies,Binders,Binders music,330.47,7,0.1,126.98
ab920245-f1e7-4144-a190-39025fc87fc8,5/7/2024,5/10/2024,West,Illinois,Technology,Phones,Phones manager,258.05,4,0.2,124.91
52051537-5fc7-47ae-a8fa-0f163c86ce0b,9/24/2021,10/1/2021,Central,Ohio,Furniture,Chairs,Chairs soldier,396.62,3,0,357.08
3c9e41e6-22e4-4445-86fb-e8fea70cff77,2/15/2021,2/17/2021,South,Texas,Technology,Phones,Phones popular,554.31,5,0.3,231.11
52fb9f7f-46e2-4902-95d6-24e212685e24,7/5/2024,7/6/2024,South,Washington,Office Supplies,Paper,Paper small,183.72,4,0.3,120.55
56b26c87-418b-42ca-8200-76a3f03bb7ec,6/7/2024,6/13/2024,Central,Ohio,Furniture,Bookcases,Bookcases popular,559.74,8,0.1,409.48
09a9e9e1-69b1-4bb8-a06b-a97a124296be,8/9/2020,8/19/2020,West,Illinois,Furniture,Bookcases,Bookcases prime,73.77,9,0.1,63.31
3512d70d-d8f8-4a3e-b0ba-9ea3250fe672,12/6/2023,12/10/2023,South,Illinois,Technology,Phones,Phones small,160.84,1,0,91.26
519b3058-5d9d-4ea1-b085-89994cf83a35,4/25/2021,5/3/2021,West,Ohio,Furniture,Bookcases,Bookcases small,480.96,9,0.15,321.67
858a8da8-7a4a-42a6-b73b-1444294bbe8f,9/3/2024,9/10/2024,West,Georgia,Technology,Phones,Phones prime,942.1,5,0,734.51
d0037cbd-56aa-4ece-b154-5ea0a003bc58,4/28/2021,5/3/2021,West,Illinois,Furniture,Chairs,Chairs prime,398.97,6,0,246.95
d354588e-8a79-463f-b9b4-4a5fdc3b2a37,7/6/2020,7/16/2020,West,Florida,Furniture,Chairs,Chairs plus,657.52,1,0,547.54
39be1371-3abc-4a75-bde2-21b9caa61453,2/24/2021,2/25/2021,East,Texas,Technology,Accessories,Accessories soldier,607.06,4,0.1,476.3
32cb5cab-82b6-4fc2-8872-2bc2e9517e5b,9/23/2020,10/1/2020,West,Washington,Office Supplies,Paper,Paper manager,154.43,1,0.05,61.46
f7d1f6d4-13bf-4a58-ad37-96d68550589e,12/22/2020,12/26/2020,South,Georgia,Furniture,Tables,Tables popular,754.63,9,0,611.34
7ed2b5c8-35ed-4591-b685-5a0896047f2c,11/17/2022,11/26/2022,Central,Georgia,Furniture,Bookcases,Bookcases manager,528.65,10,0,422.91
e8b6da64-3549-4b1c-9c22-1cd0ad05741e,5/4/2020,5/11/2020,East,Illinois,Office Supplies,Pens,Pens popular,701.79,8,0.25,552.87
78de7a10-ead1-4f79-a8fa-1d77d5922f8d,5/30/2023,6/1/2023,South,Texas,Furniture,Tables,Tables prime,311.27,10,0.2,221.78
563f6ba5-9d1d-46af-ab9a-40e9132fb4a7,11/1/2022,11/10/2022,West,Ohio,Office Supplies,Paper,Paper prime,803.44,2,0.3,519.09
5a1f2541-3acc-4084-a543-310c5573e589,12/23/2024,12/26/2024,Central,Ohio,Office Supplies,Pens,Pens popular,836.05,7,0.15,619.67
d840aec1-39a5-4379-8d75-b1b3f096fe18,9/24/2023,9/28/2023,East,Illinois,Office Supplies,Paper,Paper will,702.48,8,0,316.24
0d50d2a9-f96f-4ace-b44f-d28ba5e8125d,7/16/2020,7/21/2020,East,Ohio,Furniture,Chairs,Chairs popular,106.98,9,0.2,55.97
63dad4f4-dfdb-41a7-9aa0-61a89277a1b3,11/24/2024,12/4/2024,East,California,Office Supplies,Binders,Binders soldier,98.87,5,0.2,50.88
7e312da7-d455-435c-a1d0-c0823a5e6630,9/6/2023,9/13/2023,Central,California,Furniture,Tables,Tables will,382.61,9,0.1,168.36
f1afec72-be3a-4b9b-a3ba-cc8876831a81,9/26/2024,10/4/2024,Central,New York,Technology,Copiers,Copiers soldier,691.23,9,0,508.02
2583791a-6e2d-4318-a9ba-3be67d372150,7/13/2021,7/17/2021,East,Florida,Office Supplies,Pens,Pens manager,55.8,3,0.2,38.24
117dda2c-8bc0-4ebc-9eb2-e8bfddfbb83b,7/6/2020,7/14/2020,Central,Illinois,Furniture,Bookcases,Bookcases manager,448.84,6,0.05,264.12
77f2c1af-bcc8-4e36-a11d-717febba7f01,11/14/2020,11/16/2020,South,Georgia,Technology,Accessories,Accessories will,690.27,5,0.15,487.86
73e4d0a3-0b56-429e-8e18-914e45a47a83,7/13/2021,7/16/2021,South,Texas,Technology,Accessories,Accessories manager,377.91,2,0.1,277.53
fa5a9000-2150-4a91-8c85-74e086d43d18,3/27/2021,4/2/2021,Central,Texas,Technology,Accessories,Accessories popular,57.3,5,0.05,45.93
6937797a-65ab-433f-9dd4-d172b78d2186,9/2/2020,9/2/2020,West,Washington,Office Supplies,Binders,Binders small,459.12,3,0.15,294.27
1ee075ba-1fe4-472d-a642-dbceb2232b02,3/24/2022,3/24/2022,South,Ohio,Office Supplies,Paper,Paper will,486.77,2,0.3,236.74
cda1da3c-8ae1-488a-a44e-8e02756f313c,8/15/2021,8/16/2021,South,Washington,Office Supplies,Paper,Paper small,967.89,3,0.3,757.87
455c5c32-6ab4-4191-bf4c-4ad7be7d4acf,6/13/2022,6/14/2022,Central,Washington,Furniture,Bookcases,Bookcases factor,609.43,9,0,376.43
f49cb3e7-42c3-4c1f-9318-b2fb38ea0ab1,11/13/2021,11/15/2021,Central,Washington,Furniture,Chairs,Chairs soldier,651.56,9,0.2,297.1
fb40bfe0-7fac-417c-81f2-d02d09b9adfa,4/28/2021,4/29/2021,East,Florida,Furniture,Bookcases,Bookcases prime,237.41,10,0.05,189.37
4d1df3c5-420f-472f-a73d-16dfcf0d3e12,8/8/2022,8/17/2022,Central,Washington,Technology,Phones,Phones soldier,697.08,10,0.25,457.1
da31246e-c56f-4926-8c41-1b657d38047f,6/19/2022,6/20/2022,East,Texas,Office Supplies,Pens,Pens prime,649.82,5,0.2,252
a6f4769f-35c6-42b9-9406-2ff1113a9ac7,7/14/2022,7/14/2022,East,Ohio,Furniture,Bookcases,Bookcases prime,840.11,2,0.25,643.46
4ba37ccd-908d-4f20-86c9-f55351f72d28,4/3/2023,4/11/2023,South,Florida,Technology,Accessories,Accessories manager,477.25,10,0.25,210.27
a8b7b04b-1c93-43f1-aee1-3a1ed066fd1c,7/11/2022,7/12/2022,South,Georgia,Office Supplies,Binders,Binders elite,130.11,3,0,69.77
f6c4fbdb-ceaa-4f7e-87c2-4468fbf22985,12/6/2022,12/15/2022,Central,New York,Furniture,Bookcases,Bookcases popular,404.21,5,0.15,233.62
758f9a73-48ca-49b8-8715-d1d13502d6af,5/14/2020,5/19/2020,West,Washington,Furniture,Chairs,Chairs small,694.46,5,0.1,526.51
288d1b85-67d3-44d8-9022-5baefd70bb95,4/8/2023,4/18/2023,East,Texas,Furniture,Bookcases,Bookcases elite,344.72,7,0.05,244.44
d1b7905b-ebf0-4f72-a7e1-65106ee7591d,2/10/2022,2/20/2022,South,Washington,Office Supplies,Paper,Paper manager,686.61,9,0,518.61
182685b8-64ee-4c72-b6e1-7cf7a5895789,1/12/2022,1/16/2022,West,Florida,Furniture,Tables,Tables small,374.65,8,0.05,191.63
eb3ec89f-2e30-4b98-bffa-5f00e8e7b161,8/28/2021,8/29/2021,West,Ohio,Technology,Copiers,Copiers soldier,843.36,9,0,644.38
12b0730c-48c4-444b-b24d-ccfeb0e04c8a,11/28/2020,11/30/2020,South,Washington,Technology,Copiers,Copiers factor,818.59,3,0.25,458.93
33228657-b925-4e89-8576-c0c0779415af,6/28/2022,7/7/2022,South,California,Office Supplies,Binders,Binders popular,794.61,4,0.2,380.13
d7f9ff5b-658d-4dc7-bb05-b0b9f8a8cf65,10/21/2023,10/30/2023,West,California,Office Supplies,Pens,Pens plus,780.97,7,0.2,485.05
1725e268-7017-4b00-881b-2842f51cb659,10/10/2020,10/14/2020,East,Texas,Furniture,Chairs,Chairs small,506.56,6,0.2,416.63
f49dc5f4-be3c-4a59-85e2-8d1f38911f51,4/11/2024,4/13/2024,West,Georgia,Office Supplies,Pens,Pens popular,910.04,3,0.3,495.53
f29aa0db-70a9-4860-bd14-e46c19300052,2/24/2020,3/1/2020,Central,California,Furniture,Bookcases,Bookcases manager,526.91,4,0.15,461.55
f8ea56fd-7787-4840-aebf-1d1e562b6c85,10/14/2021,10/15/2021,South,Florida,Technology,Copiers,Copiers prime,368.53,3,0.05,151.3
02e9d56e-b606-42d5-9a3a-d084b3590ef3,7/7/2022,7/16/2022,South,Illinois,Furniture,Tables,Tables music,68.05,4,0.3,27.89
6c9e7bad-5980-49f7-bc0e-3bd86201b83e,5/1/2021,5/5/2021,South,New York,Furniture,Tables,Tables elite,276.52,10,0.15,111.15
8627ae33-6c38-4d8b-9ba7-060104ae3f0f,3/23/2023,3/26/2023,South,Florida,Technology,Accessories,Accessories small,326.71,1,0.2,174.67
60a6edb3-6c4a-4f00-ac99-26fa74b4c242,12/8/2022,12/13/2022,South,New York,Furniture,Chairs,Chairs will,566.88,9,0.2,209.78
2be59455-c5df-445f-85cd-c220632ab178,2/3/2022,2/7/2022,East,Washington,Technology,Accessories,Accessories soldier,389.24,2,0.1,196.95
63e4faab-4e0f-434d-b3f2-29646863517b,3/31/2020,4/5/2020,South,Georgia,Technology,Phones,Phones soldier,822.83,3,0.3,579.48
2d244629-4f1d-48cd-b914-cd0ecb7b253e,7/19/2024,7/21/2024,East,California,Furniture,Chairs,Chairs manager,787.38,8,0,442.03
a8145313-8561-422f-89a8-55379e5c90fc,10/8/2021,10/12/2021,West,Texas,Technology,Phones,Phones popular,989.67,9,0.15,493.72
d5474c57-a5c9-4c8f-bde7-7b9d206cb3e1,10/31/2024,10/31/2024,South,Ohio,Technology,Phones,Phones popular,309.56,6,0.15,254.62
083f4957-4914-421a-a16c-0114ccf75423,1/17/2021,1/24/2021,South,Illinois,Technology,Phones,Phones will,398.98,9,0.1,318.63
f39b04c8-816b-497f-8728-78fc0eec15a6,5/18/2023,5/20/2023,Central,Georgia,Technology,Phones,Phones plus,355.15,2,0.1,257.6
5416fb27-948f-4d58-90ed-2bbf19d69c89,1/9/2024,1/15/2024,Central,Ohio,Furniture,Chairs,Chairs music,471.71,8,0,377.25
7d955b0b-9d22-41ec-b54e-ae571359a9cc,8/2/2023,8/2/2023,West,New York,Furniture,Chairs,Chairs soldier,655.64,6,0.2,496.02
32e43285-7a63-442a-99b1-a701c3f439aa,10/4/2024,10/13/2024,Central,Washington,Technology,Phones,Phones will,83.06,2,0.05,67.07
a8b41c80-e702-4d41-a5d6-02f381dcabc4,3/7/2023,3/7/2023,East,Florida,Technology,Accessories,Accessories elite,695.11,6,0.1,425.38
3a2ec6cb-6013-499c-9eee-f365134dc186,1/21/2022,1/27/2022,South,Ohio,Office Supplies,Binders,Binders elite,314.76,2,0,253.26
76b5b642-fa22-4059-bffc-aaf077d81974,8/29/2020,9/2/2020,South,California,Office Supplies,Binders,Binders small,473.96,10,0.1,351.97
36319095-4b9a-4e88-b266-6df7785547c9,10/4/2020,10/5/2020,Central,Washington,Office Supplies,Paper,Paper small,903.75,8,0,764.38
dfc76c88-4869-4bef-a75c-d778da7ec70e,1/31/2023,2/8/2023,West,Illinois,Office Supplies,Pens,Pens factor,858.79,3,0.3,437.12
fd8e54db-cfe8-400b-a302-d8f4e9ed08b3,6/10/2024,6/12/2024,West,Illinois,Furniture,Bookcases,Bookcases small,74.97,9,0.2,40.68
ef057a1c-d297-42ab-9169-89d9e6397fb0,9/25/2021,10/1/2021,East,Florida,Technology,Copiers,Copiers popular,504.73,7,0.3,268.22
95c6d3fd-18e0-4fed-a93b-119dfb3fac91,8/8/2023,8/9/2023,West,Florida,Office Supplies,Pens,Pens will,696.1,6,0.05,599.21
a80fa198-d447-448d-b8b7-b56179587fb6,10/26/2022,10/26/2022,West,Washington,Furniture,Chairs,Chairs elite,195.36,3,0.05,109.99
f8867aae-7147-48f3-86bb-f8afe47e9bec,8/4/2021,8/5/2021,Central,Illinois,Office Supplies,Paper,Paper elite,653.3,9,0.1,290.98
